iter	MultiClass
258	0.5654396306
259	0.5653093008
260	0.5652217631
261	0.565138171
262	0.5649655759
263	0.5648367534
264	0.5647327775
265	0.5645785227
266	0.5644337899
267	0.5643395037
268	0.5642670366
269	0.5641085327
270	0.5640152857
271	0.5638674656
272	0.5637632698
273	0.5636732869
274	0.5634844254
275	0.5633972691
276	0.5633379517
277	0.5632610391
278	0.5631212689
279	0.5629923632
280	0.5628270652
281	0.5627396551
282	0.5625802565
283	0.5624901237
284	0.5624040871
285	0.5622356623
286	0.5620911918
287	0.5619739469
288	0.5618502877
289	0.5617305201
290	0.561629095
291	0.5615181944
292	0.5613812306
293	0.5612840853
294	0.5611695942
295	0.5610519239
296	0.5609077626
297	0.5607672939
298	0.5606981507
299	0.5605387856
300	0.5605050109
301	0.5604147805
302	0.560285234
303	0.5602123963
304	0.5601705927
305	0.5601162101
306	0.5600284319
307	0.5599572372
308	0.5598504476
309	0.5598094933
310	0.5596932723
311	0.5595034662
312	0.5593816829
313	0.559312114
314	0.5591834045
315	0.5591421001
316	0.5590755528
317	0.5588238429
318	0.558644434
319	0.558497136
320	0.5583256105
321	0.5582684291
322	0.5581790087
323	0.5580652006
324	0.5579585158
325	0.5577702907
326	0.5576320969
327	0.5574261684
328	0.5573393616
329	0.5572783289
330	0.5571659226
331	0.5570299394
332	0.5569123344
333	0.5568352755
334	0.5567875993
335	0.5566757076
336	0.556595199
337	0.5564669402
338	0.5563500722
339	0.5562613242
340	0.5561916177
341	0.5560388652
342	0.5559424668
343	0.5558872196
344	0.5557675029
345	0.5556903625
346	0.5556218667
347	0.5555886448
348	0.5554933703
349	0.5554387401
350	0.5553853019
351	0.5552876716
352	0.5551910741
353	0.5550689788
354	0.5549334235
355	0.554842409
356	0.5547713453
357	0.5546730605
358	0.5545966287
359	0.5544749229
360	0.5543719605
361	0.5543230433
362	0.5542567771
363	0.5541904281
364	0.5540843188
365	0.5540080578
366	0.5539591619
367	0.5538496109
368	0.5537660521
369	0.5537048028
370	0.5536636314
371	0.5535104611
372	0.553433935
373	0.5534063392
374	0.5533042848
375	0.553233117
376	0.5530311591
377	0.5529384449
378	0.5528716104
379	0.5527994366
380	0.5527393001
381	0.5526129718
382	0.5525139075
383	0.552469078
384	0.5523650091
385	0.5521538286
386	0.5520478952
387	0.5520142282
388	0.5519072832
389	0.5518825535
390	0.5518120945
391	0.5517277843
392	0.5516630448
393	0.5515313053
394	0.5514162144
395	0.5513031875
396	0.5512736784
397	0.5512214977
398	0.5510870994
399	0.550991295
400	0.5508367249
401	0.5507973331
402	0.5507059378
403	0.5506113329
404	0.5505118636
405	0.5503708909
406	0.55031479
407	0.5502566727
408	0.5501420331
409	0.5500453924
410	0.5499312726
411	0.5498762236
412	0.549793249
413	0.5496692552
414	0.5495363094
415	0.5494714781
416	0.5493785001
417	0.5493023135
418	0.5491695626
419	0.5490595307
420	0.5490077324
421	0.5489497043
422	0.5488591834
423	0.5487403246
424	0.5487028682
425	0.5485987937
426	0.5485135185
427	0.5484359419
428	0.5483047053
429	0.5482597223
430	0.5482108857
431	0.548121441
432	0.5480630418
433	0.5479708311
434	0.5479010724
435	0.5478083201
436	0.5477554076
437	0.5477283084
438	0.5476820843
439	0.5475500426
440	0.5474250891
441	0.5472896168
442	0.5472263113
443	0.5470523514
444	0.5469419307
445	0.5468676023
446	0.5467652757
447	0.5466703686
448	0.5465727675
449	0.5465307063
450	0.5464662282
451	0.5464063036
452	0.5462960213
453	0.5462345778
454	0.5462096137
455	0.5461467986
456	0.5460467252
457	0.5458801803
458	0.5458348898
459	0.545775579
460	0.5456496679
461	0.545572959
462	0.5455152464
463	0.5454402724
464	0.5453323802
465	0.5452688668
466	0.5452121973
467	0.5450782278
468	0.5450138875
469	0.5449522335
470	0.5447982535
471	0.5447280904
472	0.544666308
473	0.5445733978
474	0.5445358653
475	0.544485534
476	0.5444587874
477	0.5443816641
478	0.5441614557
479	0.5440674539
480	0.5439604066
481	0.5438279725
482	0.5437412187
483	0.5436191757
484	0.5434848886
485	0.5434180199
486	0.5434022983
487	0.5433084618
488	0.5432714181
489	0.5431811863
490	0.5430000885
491	0.5429194947
492	0.5428445143
493	0.5427564086
494	0.5426025746
495	0.5425165611
496	0.5424798314
497	0.5423873778
498	0.542350482
499	0.5423074183
500	0.5422226783
501	0.5421233967
502	0.5420424708
503	0.5419316927
504	0.5418475071
505	0.541711635
506	0.541672684
507	0.5416017437
508	0.5415195168
509	0.5413940626
510	0.5413257774
511	0.5412664198
512	0.541178113
513	0.5411371695
514	0.54109934
515	0.541007468
516	0.5409379454
517	0.5408847715
518	0.5408522695
519	0.5407845601
520	0.5407347619
521	0.5406622177
522	0.5406003292
523	0.5404861469
524	0.5403600392
525	0.5403056473
526	0.540236791
527	0.540156166
528	0.540135434
529	0.5400933213
530	0.5399734914
531	0.5398821143
532	0.539817248
533	0.5397418662
534	0.5395735641
535	0.539517118
536	0.5394330802
537	0.5393655987
538	0.5392533474
539	0.5391533977
540	0.5390973181
541	0.5390332525
542	0.5389868393
543	0.5389425638
544	0.5388202813
545	0.5387116371
546	0.5386506465
547	0.5386133894
548	0.5385628064
549	0.5384004223
550	0.5383285506
551	0.5382610506
552	0.5382012579
553	0.5381710861
554	0.5381142728
555	0.5379104578
556	0.537782151
557	0.5376811621
558	0.5376451641
559	0.5375817295
560	0.5374890666
561	0.5373882533
562	0.5373583188
563	0.537316049
564	0.5372548686
565	0.537206757
566	0.5370686458
567	0.5369832854
568	0.5368869955
569	0.5368343038
570	0.536727696
571	0.5366949671
572	0.5366251442
573	0.5365960252
574	0.5365379555
575	0.5364905664
576	0.5364492998
577	0.536370912
578	0.5362849585
579	0.536200212
580	0.5360694641
581	0.5359260599
582	0.5358552431
583	0.5357955103
584	0.5356745934
585	0.5356031161
586	0.5355051148
587	0.5354620427
588	0.5353492002
589	0.5352956848
590	0.5351991876
591	0.5351027883
592	0.5350343106
593	0.5349718063
594	0.5348833825
595	0.5348454713
596	0.5347427001
597	0.5346684315
598	0.53462168
599	0.5345454565
600	0.5345175276
601	0.5344427305
602	0.5344172093
603	0.5343496919
604	0.5342856931
605	0.5341768332
606	0.5340710796
607	0.5340433377
608	0.5340139307
609	0.5339452403
610	0.533857571
611	0.5337952908
612	0.5337120816
613	0.533622856
614	0.5335285704
615	0.5334747103
616	0.5333869702
617	0.533328336
618	0.5332910212
619	0.5332543516
620	0.5331687074
621	0.5331241499
622	0.5330404078
623	0.5329624892
624	0.5328670133
625	0.5328132818
626	0.5327371066
627	0.5326759164
628	0.5326426014
629	0.5325129524
630	0.5324105514
631	0.5323536883
632	0.5322869852
633	0.5322662156
634	0.5321890781
635	0.5321138946
636	0.5320045895
637	0.5319342146
638	0.5318138067
639	0.5317841439
640	0.5317086468
641	0.5315311284
642	0.531500425
643	0.531444526
644	0.5313805538
645	0.5313285873
646	0.5312837582
647	0.5312313855
648	0.5311379018
649	0.5310597591
650	0.5310465553
651	0.531008971
652	0.5309337247
653	0.5308603845
654	0.5307332286
655	0.5306854983
656	0.5306311766
657	0.5305238266
658	0.5304364774
659	0.5303507225
660	0.5302916955
661	0.5302418822
662	0.530191579
663	0.5301248657
664	0.5300288387
665	0.5299620864
666	0.5298750971
667	0.5298167158
668	0.5297034587
669	0.5296427217
670	0.5295735971
671	0.529491113
672	0.5294057074
673	0.5293210667
674	0.5292842835
675	0.5291569283
676	0.5291248674
677	0.5290823776
678	0.5290374679
679	0.5289855961
680	0.5289186509
681	0.5288759043
682	0.5287766709
683	0.5287104829
684	0.5286174018
685	0.5285429316
686	0.5284064224
687	0.5283716477
688	0.5282789348
689	0.5282161248
690	0.5281474402
691	0.5280784659
692	0.5280279449
693	0.5279056607
694	0.5278386521
695	0.5277765176
696	0.5276920976
697	0.5275913442
698	0.5275748982
699	0.5275525935
700	0.5274786166
701	0.5274136605
702	0.5273743332
703	0.5272810682
704	0.5272323884
705	0.5271890465
706	0.527092321
707	0.5270409259
708	0.5269844284
709	0.526908615
710	0.5268886779
711	0.5268577443
712	0.526800726
713	0.5267087851
714	0.5266136838
715	0.5265435176
716	0.5264837579
717	0.5264443957
718	0.5263164741
719	0.5262567177
720	0.5261674763
721	0.526133705
722	0.5260945322
723	0.5260117196
724	0.5259399439
725	0.525877154
726	0.5258074746
727	0.525706537
728	0.5256244337
729	0.5255813416
730	0.5255235
731	0.5254783352
732	0.525382366
733	0.525340152
734	0.5252918448
735	0.5252357087
736	0.5251945231
737	0.5251772129
738	0.5250558495
739	0.5249656186
740	0.5248951454
741	0.524832088
742	0.524795451
743	0.5247202083
744	0.5246236878
745	0.5245714731
746	0.5244784132
747	0.524398076
748	0.5242961105
749	0.5242280921
750	0.5241650729
751	0.5240944048
752	0.5240463158
753	0.5240351876
754	0.5239474584
755	0.5239292621
756	0.5238855202
757	0.5238439508
758	0.5237707624
759	0.52373396
760	0.5236664518
761	0.5235785036
762	0.5235202147
763	0.5234565536
764	0.5233583961
765	0.5232841117
766	0.5232204687
767	0.5231882117
768	0.5231128339
769	0.5230829912
770	0.5229589525
771	0.5229149696
772	0.5228803964
773	0.5228073084
774	0.5227530627
775	0.5227095297
776	0.5226201171
777	0.5225699049
778	0.5225159934
779	0.52247099
780	0.5223713571
781	0.5222852926
782	0.5221982265
783	0.522106793
784	0.5220421498
785	0.5220053707
786	0.5219531133
787	0.5219141268
788	0.5218488535
789	0.5218074915
790	0.5217183536
791	0.5216446949
792	0.5215339342
793	0.5215113109
794	0.5214715801
795	0.5214532029
796	0.5213466762
797	0.5212406132
798	0.5212011119
799	0.5211251533
800	0.5210433703
801	0.5210011562
802	0.5209290874
803	0.5208417824
804	0.5207754447
805	0.5207272437
806	0.5206265418
807	0.5205774674
808	0.5204763426
809	0.5204133369
810	0.5203562206
811	0.5202351037
812	0.5201658399
813	0.5200331879
814	0.5199624912
815	0.5199003613
816	0.5198707792
817	0.5198136607
818	0.5197380572
819	0.5196960317
820	0.5196469077
821	0.5196102895
822	0.5195371811
823	0.5194660856
824	0.5193661274
825	0.5192321276
826	0.5191601599
827	0.5190944488
828	0.5190420144
829	0.5189829607
830	0.5189027547
831	0.5187706282
832	0.5187038609
833	0.5186550638
834	0.5185856416
835	0.5185585177
836	0.5184956751
837	0.5184440547
838	0.5184015961
839	0.518316493
840	0.5182832894
841	0.5182414764
842	0.5181704789
843	0.5180828552
844	0.5179905233
845	0.5179557696
846	0.5178717405
847	0.517774152
848	0.5177132286
849	0.5175944563
850	0.5175267932
851	0.517431291
852	0.5173997624
853	0.5173757273
854	0.5173091803
855	0.5172170741
856	0.5171088899
857	0.5170336241
858	0.5170005095
859	0.5169428599
860	0.5169067367
861	0.5168745671
862	0.5168163217
863	0.5167438004
864	0.516687538
865	0.5166675749
866	0.516563545
867	0.5165288399
868	0.5164546022
869	0.5163972412
870	0.516347945
871	0.5162863564
872	0.5162374708
873	0.5161869855
874	0.5161499574
875	0.5161247217
876	0.5160831654
877	0.5160226336
878	0.5159987243
879	0.5159121097
880	0.5158651102
881	0.5158232556
882	0.5157788327
883	0.5157011733
884	0.5156143915
885	0.5155782625
886	0.5155451961
887	0.515460195
888	0.5154056719
889	0.5153715113
890	0.5153041721
891	0.5152203176
892	0.5151794047
893	0.5151410189
894	0.5150551782
895	0.5149896515
896	0.5148820204
897	0.5148414475
898	0.5147610375
899	0.5147116299
900	0.5146712923
901	0.5146311567
902	0.5146065936
903	0.5145504297
904	0.5144843405
905	0.5144254911
906	0.514367789
907	0.5143207132
908	0.5142236534
909	0.5141202473
910	0.5140531503
911	0.5139895256
912	0.513942551
913	0.5138459703
914	0.5137655952
915	0.5137274009
916	0.5136897087
917	0.5136377691
918	0.5135995675
919	0.5135583264
920	0.5135201727
921	0.513484835
922	0.5134038044
923	0.5133492027
924	0.5133048988
925	0.5132605569
926	0.5132332167
927	0.5131128284
928	0.5130497032
929	0.5130165607
930	0.5129033316
931	0.5128725106
932	0.5127626756
933	0.5127051984
934	0.5126496985
935	0.5125583467
936	0.5124708107
937	0.512373409
938	0.5122619731
939	0.5122230973
940	0.5121805859
941	0.5121196857
942	0.5120745926
943	0.5120059957
944	0.5119465336
945	0.5118910606
946	0.5117407019
947	0.511688585
948	0.5115739024
949	0.5115153853
950	0.5114405462
951	0.5113849284
952	0.5113372454
953	0.5112814089
954	0.5112597521
955	0.5112297011
956	0.5111659489
957	0.5110846801
958	0.5110446727
959	0.5109614652
960	0.5109171103
961	0.5108893337
962	0.5107994533
963	0.5107605733
964	0.5107317149
965	0.5106890192
966	0.5106481931
967	0.5105740634
968	0.5104159827
969	0.510392223
970	0.5103176935
971	0.5102637916
972	0.5102290703
973	0.5101936033
974	0.5101707375
975	0.5100901555
976	0.5100164972
977	0.509935389
978	0.5099060502
979	0.5098641188
980	0.5098244894
981	0.5097947548
982	0.5097314787
983	0.5096954217
984	0.5096186299
985	0.509538356
986	0.5094662158
987	0.5093973163
988	0.5092904538
989	0.5092556242
990	0.5091725521
991	0.509124163
992	0.5090260585
993	0.5089707393
994	0.5089271173
995	0.5088709194
996	0.5088154116
997	0.5087814467
998	0.5087000131
999	0.50861349
